"Date","Open","High","Low","Close","Volume","Open Interest","Ticker"
"11091989","75.33545","75.33545","75.33545","75.33545","0","0","$SPXI"
"12091989","75.56576","75.56576","75.56576","75.56576","0","0","$SPXI"
"13091989","74.82365","74.82365","74.82365","74.82365","0","0","$SPXI"
"14091989","74.29257","74.29257","74.29257","74.29257","0","0","$SPXI"
"15091989","74.82292","74.82292","74.82292","74.82292","0","0","$SPXI"
"18091989","75.08186","75.08186","75.08186","75.08186","0","0","$SPXI"
"19091989","75.01243","75.01243","75.01243","75.01243","0","0","$SPXI"
"20091989","74.88283","74.88283","74.88283","74.88283","0","0","$SPXI"
"21091989","74.71687","74.71687","74.71687","74.71687","0","0","$SPXI"
"22091989","74.78647","74.78647","74.78647","74.78647","0","0","$SPXI"
"25091989","74.19109","74.19109","74.19109","74.19109","0","0","$SPXI"
"26091989","74.14609","74.14609","74.14609","74.14609","0","0","$SPXI"
"27091989","74.51734","74.51734","74.51734","74.51734","0","0","$SPXI"
"28091989","75.30701","75.30701","75.30701","75.30701","0","0","$SPXI"
"29091989","75.27774","75.27774","75.27774","75.27774","0","0","$SPXI"
"02101989","75.78890","75.78890","75.78890","75.78890","0","0","$SPXI"
"03101989","76.62624","76.62624","76.62624","76.62624","0","0","$SPXI"
"04101989","76.97102","76.97102","76.97102","76.97102","0","0","$SPXI"
"05101989","77.13276","77.13276","77.13276","77.13276","0","0","$SPXI"
"06101989","77.32088","77.32088","77.32088","77.32088","0","0","$SPXI"
"09101989","77.41174","77.41174","77.41174","77.41174","0","0","$SPXI"
"10101989","77.39782","77.39782","77.39782","77.39782","0","0","$SPXI"
"11101989","76.91879","76.91879","76.91879","76.91879","0","0","$SPXI"
"12101989","76.66262","76.66262","76.66262","76.66262","0","0","$SPXI"
"13101989","71.94448","71.94448","71.94448","71.94448","0","0","$SPXI"
"16101989","73.21458","73.21458","73.21458","73.21458","0","0","$SPXI"
"17101989","72.51192","72.51192","72.51192","72.51192","0","0","$SPXI"
"18101989","72.45211","72.45211","72.45211","72.45211","0","0","$SPXI"
"19101989","73.35741","73.35741","73.35741","73.35741","0","0","$SPXI"
"20101989","73.27803","73.27803","73.27803","73.27803","0","0","$SPXI"
"23101989","72.78785","72.78785","72.78785","72.78785","0","0","$SPXI"
"24101989","72.49183","72.49183","72.49183","72.49183","0","0","$SPXI"
"25101989","71.95322","71.95322","71.95322","71.95322","0","0","$SPXI"
"26101989","71.01167","71.01167","71.01167","71.01167","0","0","$SPXI"
"27101989","70.18491","70.18491","70.18491","70.18491","0","0","$SPXI"
"30101989","70.33317","70.33317","70.33317","70.33317","0","0","$SPXI"
"31101989","71.45129","71.45129","71.45129","71.45129","0","0","$SPXI"
"01111989","71.51398","71.51398","71.51398","71.51398","0","0","$SPXI"
"02111989","70.90585","70.90585","70.90585","70.90585","0","0","$SPXI"
"03111989","70.74564","70.74564","70.74564","70.74564","0","0","$SPXI"
"06111989","69.70770","69.70770","69.70770","69.70770","0","0","$SPXI"
"07111989","69.91740","69.91740","69.91740","69.91740","0","0","$SPXI"
"08111989","70.77929","70.77929","70.77929","70.77929","0","0","$SPXI"
"09111989","70.62617","70.62617","70.62617","70.62617","0","0","$SPXI"
"10111989","71.15053","71.15053","71.15053","71.15053","0","0","$SPXI"
"13111989","71.50690","71.50690","71.50690","71.50690","0","0","$SPXI"
"14111989","71.25831","71.25831","71.25831","71.25831","0","0","$SPXI"
"15111989","71.97012","71.97012","71.97012","71.97012","0","0","$SPXI"
"16111989","72.14008","72.14008","72.14008","72.14008","0","0","$SPXI"
"17111989","72.58598","72.58598","72.58598","72.58598","0","0","$SPXI"
"20111989","71.60054","71.60054","71.60054","71.60054","0","0","$SPXI"
"21111989","71.43787","71.43787","71.43787","71.43787","0","0","$SPXI"
"22111989","71.92780","71.92780","71.92780","71.92780","0","0","$SPXI"
"24111989","72.24282","72.24282","72.24282","72.24282","0","0","$SPXI"
"27111989","72.78000","72.78000","72.78000","72.78000","0","0","$SPXI"
"28111989","73.12565","73.12565","73.12565","73.12565","0","0","$SPXI"
"29111989","72.76897","72.76897","72.76897","72.76897","0","0","$SPXI"
"30111989","73.04328","73.04328","73.04328","73.04328","0","0","$SPXI"
"01121989","74.15639","74.15639","74.15639","74.15639","0","0","$SPXI"
"04121989","74.18497","74.18497","74.18497","74.18497","0","0","$SPXI"
"05121989","74.16128","74.16128","74.16128","74.16128","0","0","$SPXI"
"06121989","73.94102","73.94102","73.94102","73.94102","0","0","$SPXI"
"07121989","73.86871","73.86871","73.86871","73.86871","0","0","$SPXI"
"08121989","74.15116","74.15116","74.15116","74.15116","0","0","$SPXI"
"11121989","74.08308","74.08308","74.08308","74.08308","0","0","$SPXI"
"12121989","74.72957","74.72957","74.72957","74.72957","0","0","$SPXI"
"13121989","75.03494","75.03494","75.03494","75.03494","0","0","$SPXI"
"14121989","74.73778","74.73778","74.73778","74.73778","0","0","$SPXI"
"15121989","74.48556","74.48556","74.48556","74.48556","0","0","$SPXI"
"18121989","72.98037","72.98037","72.98037","72.98037","0","0","$SPXI"
"19121989","72.81126","72.81126","72.81126","72.81126","0","0","$SPXI"
"20121989","72.63602","72.63602","72.63602","72.63602","0","0","$SPXI"
"21121989","73.00172","73.00172","73.00172","73.00172","0","0","$SPXI"
"22121989","73.52183","73.52183","73.52183","73.52183","0","0","$SPXI"
"26121989","73.50867","73.50867","73.50867","73.50867","0","0","$SPXI"
"27121989","73.99326","73.99326","73.99326","73.99326","0","0","$SPXI"
"28121989","74.43627","74.43627","74.43627","74.43627","0","0","$SPXI"
"29121989","75.03330","75.03330","75.03330","75.03330","0","0","$SPXI"
