,index,Open,High,Low,Close,Volume,Summary of Econ Projections,polarity,subjectivity,LM_POS,LM_neg,CB_POS,CB_neg,word_count,Statement,close_pct_change,prev_close_change,two_pct_change,three_pct_change,four_pct_change,five_pct_change,open_pct_change,fed_chair,president,residuals,abs_return
10,2000-01-19,1455.14001,1461.39001,1448.68005,1455.9000199999998,1213299968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007095315514865974,0.0005222933839883481,-0.009986970121753203,-0.037241547671659436,-0.03150627747089374,-0.03558626917252172,-0.006832071708260834,Greenspan,Clinton,-0.007695607913523762,0.007095315514865974
11,2000-01-20,1455.9000199999998,1465.70996,1438.54004,1445.56995,1249500032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029123184249922884,-0.007095315514865974,-0.03036165769771304,-0.024585403148425944,-0.028694550547346487,-0.032519969026749695,0.0005222933839883481,Greenspan,Clinton,-0.0036785216325233294,0.0029123184249922884
12,2000-01-21,1445.56995,1453.18005,1439.5999800000002,1441.35999,1350200064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0275295139835261,-0.0029123184249922884,-0.0217363880067184,-0.025857537505255657,-0.029694129361811927,-0.05634260043530148,-0.007095315514865974,Greenspan,Clinton,-0.028417305791887146,0.0275295139835261
13,2000-01-24,1441.35999,1454.08997,1395.42004,1401.68005,1251500032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059571226686148115,-0.0275295139835261,0.0017193081973307933,-0.002225893134456647,-0.029628751582788215,-0.005151025728018288,-0.0029123184249922884,Greenspan,Clinton,0.0033694103954845693,0.0059571226686148115
14,2000-01-25,1401.5300300000001,1414.26001,1388.48999,1410.0300300000001,1260400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00421271878869145,0.0059571226686148115,-0.008134557247692187,-0.035375140201801436,-0.011042367657942864,-0.0005319035652028292,-0.027633596239895475,Greenspan,Clinton,-0.00561279138468569,0.00421271878869145
15,2000-01-26,1410.0300300000001,1412.72998,1400.16003,1404.08997,1280400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003938429956877987,-0.00421271878869145,-0.03129425531043439,-0.0068585419779048085,0.0036963870627180206,0.003582412884838071,0.0060648004809429334,Greenspan,Clinton,-0.004153502405631383,0.003938429956877987
16,2000-01-27,1404.08997,1418.85999,1370.98999,1398.56006,1342099968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027463990355909518,-0.003938429956877987,-0.0029316581513132434,0.00766500510532242,0.007550580273256058,0.01888364379574803,-0.00421271878869145,Greenspan,Clinton,-0.02826170089003089,0.027463990355909518
17,2000-01-28,1398.56006,1398.56006,1356.19995,1360.1500199999998,1247100032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025225114506119084,-0.027463990355909518,0.03612102288540231,0.036003366746265364,0.047656471011925605,0.047215365258017616,-0.003938429956877987,Greenspan,Clinton,0.022581611295203825,0.025225114506119084
18,2000-01-31,1360.16003,1394.5,1350.05005,1394.45996,1196000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010627820392921317,0.025225114506119084,0.010513059120033752,0.021879445000342557,0.021449192417113183,0.02135595919154265,-0.027456832994358527,Greenspan,Clinton,0.010756739444661344,0.010627820392921317
19,2000-02-01,1394.45996,1412.48999,1384.79004,1409.2800300000001,1120700032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011355443672911303,0.010627820392921317,0.011133301874716617,0.010707573852444252,0.010615321072845907,0.0230401121911874,0.025217569435561193,Greenspan,Clinton,0.001991041041551461,0.00011355443672911303
20,2000-02-02,1409.2800300000001,1420.60999,1403.48999,1409.12,1136999936.0,0.0,0.14405594405594405,0.3622377622377623,3.0,9.0,0.0,4.0,4.9,1.0,0.011248133586919451,-0.00011355443672911303,0.010822357215851008,0.01073009395935065,0.02315629612808001,0.0018379981832632453,0.010627820392921317,Greenspan,Clinton,0.011635076568580547,0.011248133586919451
21,2000-02-03,1409.12,1425.7800300000001,1398.52002,1424.9699699999999,1230400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00042104045182089767,0.011248133586919451,-0.0005122774622400295,0.011775707806670477,-0.009305466275896346,-0.005705383391342522,-0.00011355443672911303,Greenspan,Clinton,0.00022688929450130797,0.00042104045182089767
22,2000-02-04,1424.9699699999999,1435.91003,1404.4699699999999,1424.37,1152000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.127544107212504e-05,-0.00042104045182089767,0.012201885745978913,-0.008888168102389127,-0.005286568798837266,-0.02615894044384537,0.011248133586919451,Greenspan,Clinton,0.0003081919043090893,9.127544107212504e-05
23,2000-02-07,1424.37,1427.1500199999998,1413.32996,1424.23999,987000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012294283353186719,-9.127544107212504e-05,-0.00879769567487021,-0.005195767603744961,-0.02607004455758899,-0.024083054991315134,-0.00042104045182089767,Greenspan,Clinton,0.012026404973196313,0.012294283353186719
24,2000-02-08,1424.23999,1441.82996,1424.23999,1441.75,1220499968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020835817582798732,0.012294283353186719,-0.017277634818796628,-0.037898394312467554,-0.0359355366741807,-0.027535945899080927,-9.127544107212504e-05,Greenspan,Clinton,-0.02010375916886956,0.020835817582798732
25,2000-02-09,1441.7199699999999,1444.55005,1411.6500199999998,1411.70996,1168499968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036338979998413734,-0.020835817582798732,-0.017425654487838282,-0.015421028835129746,-0.006842701598563372,-0.01702893702046271,0.012273198423532472,Greenspan,Clinton,0.0024796652984144015,0.0036338979998413734
26,2000-02-10,1411.69995,1422.0999800000002,1406.43005,1416.83997,1172600064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020983301311015445,0.0036338979998413734,-0.01898593388779113,-0.010438666548911568,-0.020588020254679873,-0.020178686799751988,-0.020822365386254593,Greenspan,Clinton,-0.022169484835045612,0.020983301311015445
27,2000-02-11,1416.82996,1416.82996,1378.89001,1387.10999,1141799936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020401770734850277,-0.020983301311015445,0.01077063831109748,0.00040375312991591805,0.0008218598440057345,-0.02957229080298085,0.003633923766874103,Greenspan,Clinton,0.0003596224737891351,0.0020401770734850277
28,2000-02-14,1387.12,1394.93005,1380.5300300000001,1389.93994,999800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008712685815762677,0.0020401770734850277,-0.001633092146413162,-0.0012158367073040743,-0.031548104157651524,-0.02713063990376441,-0.02096931942348268,Greenspan,Clinton,0.0073915919729365155,0.008712685815762677
29,2000-02-15,1389.93994,1407.7199699999999,1376.25,1402.05005,1200600064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010256417023058573,0.008712685815762677,-0.009842765598845782,-0.039913040194249905,-0.03553373148126915,-0.029499738614894744,0.002032945959974608,Greenspan,Clinton,-0.009681186037016174,0.010256417023058573
30,2000-02-16,1402.05005,1404.55005,1385.57996,1387.67004,1109100032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004179379703261876,-0.010256417023058573,-0.029963945895956634,-0.025539255715285147,-0.019442734383744442,-0.02467444638352212,0.008712685815762677,Greenspan,Clinton,-0.0001117536906346658,0.0004179379703261876
31,2000-02-17,1387.67004,1399.88,1380.06995,1388.25,1189699968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03036919142805694,0.0004179379703261876,-0.02594634972087151,-0.019852375292634616,-0.025081901674770424,-0.03953899513776338,-0.010256417023058573,Greenspan,Clinton,-0.031181237405708682,0.03036919142805694
32,2000-02-18,1388.26001,1388.58997,1345.31995,1346.08997,1230400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045613667264752245,-0.03036919142805694,0.010846206661802915,0.005452889601428312,-0.009457005314436828,0.0014561285231180499,0.00042515150071276153,Greenspan,Clinton,0.0019467909957612151,0.0045613667264752245
33,2000-02-22,1346.08997,1358.10999,1331.88,1352.22998,1132300032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006256302644613632,0.0045613667264752245,0.000887474777034436,-0.013954719447944908,-0.0030911383875692477,0.010493821472586928,-0.03037618291691624,Greenspan,Clinton,0.004577003901718749,0.006256302644613632
34,2000-02-23,1352.17004,1370.10999,1342.43994,1360.68994,1211699968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005335447692073059,0.006256302644613632,-0.02008536198922739,-0.009289324208570204,0.004211172458583823,0.013625470031769282,0.004516837756394443,Greenspan,Clinton,-0.004804820946859146,0.005335447692073059
35,2000-02-24,1360.68994,1364.80005,1329.88,1353.43005,1438200064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01482903383148615,-0.005335447692073059,-0.003975085376595522,0.009597828864520874,0.019062625364347552,0.02093197206608499,0.006300908722988829,Greenspan,Clinton,-0.015115193450220098,0.01482903383148615
36,2000-02-25,1353.43005,1362.14001,1329.1500199999998,1333.35999,1246599936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01101732473613537,-0.01482903383148615,0.024794541795123193,0.03440180472191923,0.03629928928645887,0.05685640079840715,-0.005335447692073059,Greenspan,Clinton,0.009290883581123692,0.01101732473613537
37,2000-02-28,1333.35999,1360.81995,1325.02002,1348.05005,1257400064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013627083059712719,0.01101732473613537,0.02312965308669357,0.025006460257169127,0.045339555456416436,0.03206852742596622,-0.01482903383148615,Greenspan,Clinton,0.013382268189391543,0.013627083059712719
38,2000-02-29,1348.05005,1369.63,1348.05005,1366.42004,1306200064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009374818595312862,0.013627083059712719,0.011226394191349742,0.03128613365477273,0.018193519761317445,-0.007903894617939056,0.01101732473613537,Greenspan,Clinton,0.010872505447669606,0.009374818595312862
39,2000-03-01,1366.42004,1383.45996,1366.42004,1379.22998,1463600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001834378629153477,0.009374818595312862,0.021707808294596287,0.00873679529500948,-0.017118232885280027,-0.00908480107139209,0.013627083059712719,Greenspan,Clinton,0.0031505770947338344,0.001834378629153477
40,2000-03-02,1379.18994,1386.56006,1370.3499800000002,1381.76001,1403000064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01983704102132755,0.001834378629153477,0.006889778203958974,-0.018917908906627035,-0.010899186465817667,0.014423582862265638,0.009345515746387978,Greenspan,Clinton,0.020303706238122644,0.01983704102132755
41,2000-03-03,1381.76001,1410.88,1381.76001,1409.17004,1366499968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01269542318682837,0.01983704102132755,-0.03800112014870827,-0.030138371377807616,-0.0053081599719505546,-0.010005953575339954,0.0018634634182439491,Greenspan,Clinton,-0.011251908208282504,0.01269542318682837
42,2000-03-06,1409.17004,1409.73999,1384.75,1391.2800300000001,1185500032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02563109455398438,-0.01269542318682837,-0.017667241295772906,0.007482253590601617,0.0027240526121832254,-0.00550574279428151,0.01983704102132755,Greenspan,Clinton,-0.025692767068604266,0.02563109455398438
43,2000-03-07,1391.2800300000001,1399.20996,1349.98999,1355.62,1477900032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008173345037695068,-0.02563109455398438,0.033984405659403194,0.029101038639146815,0.020654755757513188,0.002603989318540556,-0.01269542318682837,Greenspan,Clinton,0.005154529723290163,0.008173345037695068
44,2000-03-08,1355.62,1373.79004,1346.62,1366.69995,1350300032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256018082096221,0.008173345037695068,0.020758031051365755,0.012380222886523073,-0.0055242044898005105,0.018628873148052838,-0.02563109455398438,Greenspan,Clinton,0.02448996843627607,0.0256018082096221
45,2000-03-09,1366.69995,1401.81995,1357.58997,1401.68994,1330400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047228633174037915,0.0256018082096221,-0.012891538623727383,-0.03034902283739027,-0.006798871653455718,0.04050826675691188,0.008173345037695068,Greenspan,Clinton,-0.0024463594974121258,0.0047228633174037915
46,2000-03-10,1401.68994,1413.45996,1392.06995,1395.06995,1356000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008207437913776428,-0.0047228633174037915,-0.025747762683871356,-0.0020858595656798595,0.04544576420702051,0.049746623816246505,0.0256018082096221,Greenspan,Clinton,-0.007295492747563972,0.008207437913776428
47,2000-03-13,1395.06995,1398.39001,1364.83997,1383.62,1212099968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01768547722640612,-0.008207437913776428,0.006172236596753589,0.054097201543776396,0.05843365230337816,0.05276737832641931,-0.0047228633174037915,Greenspan,Clinton,-0.018851403412601945,0.01768547722640612
48,2000-03-14,1383.62,1395.38,1359.1500199999998,1359.1500199999998,1319800064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242872453476477,-0.01768547722640612,0.07307504582901014,0.07748956954729702,0.07172128062802097,0.09912075783952101,-0.008207437913776428,Greenspan,Clinton,0.022164041675817925,0.0242872453476477
49,2000-03-15,1359.1500199999998,1397.98999,1356.98999,1392.16003,1550599936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04763097529814875,0.0242872453476477,0.05194082464786742,0.04630930971348168,0.07305910801073634,0.07792206187675133,-0.01768547722640612,Greenspan,Clinton,0.04826675389517161,0.04763097529814875
50,2000-03-16,1392.1500199999998,1458.4699699999999,1392.1500199999998,1458.4699699999999,1708400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004113900267689541,0.04763097529814875,-0.0012615755125898742,0.02427203214886897,0.028913889807412385,0.047227581929575324,0.024279880450577496,Greenspan,Clinton,0.009091631794671127,0.004113900267689541
51,2000-03-17,1458.4699699999999,1477.32996,1453.27002,1464.4699699999999,1502300032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005353452211792176,0.004113900267689541,0.020075543099050464,0.024698382855880663,0.04293704294940248,0.04301214179215984,0.04763850809699388,Greenspan,Clinton,-0.0024329648762861106,0.005353452211792176
52,2000-03-20,1464.4699699999999,1470.30005,1448.43005,1456.63,1090400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255658609255609,-0.005353452211792176,0.030213582035245823,0.04855040744732708,0.048625910492025914,0.0461544729958876,0.004113900267689541,Greenspan,Clinton,0.02515096274580848,0.0255658609255609
53,2000-03-21,1456.63,1493.92004,1446.06006,1493.87,1241400064.0,0.0,0.1256198347107438,0.30433884297520664,3.0,9.0,0.0,4.0,5.04,1.0,0.004531860202025673,0.0255658609255609,0.022411575304410958,0.022485196168341215,0.02007536800390941,0.009277902360981916,-0.005353452211792176,Greenspan,Clinton,0.006001681172424835,0.004531860202025673
54,2000-03-22,1493.87,1505.07996,1487.32996,1500.64001,1244700032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01779905228569789,0.004531860202025673,0.017872341015350957,0.015473384586087269,0.004724630792697582,0.005251099495874323,0.0255658609255609,Greenspan,Clinton,0.019441390073652913,0.01779905228569789
55,2000-03-23,1500.64001,1532.5,1492.39001,1527.3499800000002,1335399936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200707201349132e-05,0.01779905228569789,-0.0022849969199595366,-0.012845778804410068,-0.012328516873388984,-0.025815916794656446,0.004531860202025673,Greenspan,Clinton,0.0015145107646195332,7.200707201349132e-05
56,2000-03-24,1527.3499800000002,1552.87,1516.82996,1527.45996,1253699968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023568342832370748,7.200707201349132e-05,-0.012916855771459845,-0.012399631084273999,-0.025886059887291535,-0.018907205921129266,0.01779905228569789,Greenspan,Clinton,-0.0015290492593389529,0.0023568342832370748
57,2000-03-27,1527.45996,1534.63,1518.45996,1523.85999,1065200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010584968504881997,-0.0023568342832370748,-0.010066521925022776,-0.023584811095407776,-0.016589470270165663,-0.01173993681663632,7.200707201349132e-05,Greenspan,Clinton,-0.011002870510100154,0.010584968504881997
58,2000-03-28,1523.85999,1527.35999,1507.08997,1507.72998,1122200064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005239930295741768,-0.010584968504881997,-0.013138917619718637,-0.006068739178350824,-0.0011673244038035158,-0.008622233538129964,-0.0023568342832370748,Greenspan,Clinton,-0.0006895165743911917,0.0005239930295741768
59,2000-03-29,1507.72998,1521.44995,1497.44995,1508.52002,1247600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013655755128791691,0.0005239930295741768,-0.0065892794714119685,-0.0016904316589713142,-0.009141436518687929,-0.01402037740274742,-0.010584968504881997,Greenspan,Clinton,-0.014478931005694511,0.013655755128791691
60,2000-03-30,1508.52002,1517.38,1474.63,1487.92004,1457500032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071643097165356995,-0.013655755128791691,0.012130981178262612,0.004576818523124526,-0.00036967040244995086,0.009019254825010536,0.0005239930295741768,Greenspan,Clinton,0.005878936351195649,0.0071643097165356995
61,2000-03-31,1487.92004,1519.81006,1484.38,1498.57996,1357200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049313418017413735,0.0071643097165356995,-0.0025690854694199183,-0.0074803883004015415,0.0018417502393399676,0.011857905800368718,-0.013655755128791691,Greenspan,Clinton,0.004451276279182273,0.0049313418017413735
62,2000-04-03,1498.57996,1507.18994,1486.95996,1505.9699699999999,1381400064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007463621601963122,0.0049313418017413735,-0.012350823967625324,-0.0030744304947859513,0.006892574358571268,-0.001002682676335187,0.0071643097165356995,Greenspan,Clinton,-0.00688318664969448,0.007463621601963122
63,2000-04-04,1505.97998,1526.44995,1416.41003,1494.72998,2061500032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049239528867951465,-0.007463621601963122,0.004422196710070603,0.01446415090971831,0.006509523546185836,0.003920433843174864,0.004938021458661401,Greenspan,Clinton,-0.005457298026797446,0.0049239528867951465
64,2000-04-05,1494.72998,1506.55005,1478.05005,1487.37,1313799936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009392397318757295,-0.0049239528867951465,0.01948404230285683,0.011490052912187299,0.008888151569548919,-0.01358099195223783,-0.007470218827211772,Greenspan,Clinton,0.008323494054410548,0.009392397318757295
65,2000-04-06,1487.37,1511.76001,1487.37,1501.33997,1235200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009997742216907968,0.009392397318757295,0.0020781369059266197,-0.0004995537419815177,-0.022759621859664514,-0.04051711219011911,-0.0049239528867951465,Greenspan,Clinton,0.010212926299535744,0.009997742216907968
66,2000-04-07,1501.33997,1518.68005,1501.33997,1516.3499800000002,1071200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007841210905677798,0.009997742216907968,-0.010393385569207547,-0.03243310624108042,-0.05001481913825734,-0.10476472588471963,0.009392397318757295,Greenspan,Clinton,-0.00672735544948946,0.007841210905677798
67,2000-04-10,1516.3499800000002,1527.18994,1503.3499800000002,1504.45996,1092800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002572344962906148,-0.007841210905677798,-0.024786249545650896,-0.04250691390949346,-0.09768951910159174,-0.06841653000854853,0.009997742216907968,Greenspan,Clinton,-0.0028345033063446037,0.002572344962906148
68,2000-04-11,1504.45996,1512.80005,1486.7800300000001,1500.58997,1262599936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022271193775872056,-0.002572344962906148,-0.04003755936073594,-0.09536247933204567,-0.06601399581525913,-0.03930452767187298,-0.007841210905677798,Greenspan,Clinton,-0.023176401298154438,0.022271193775872056
69,2000-04-12,1500.58997,1509.0999800000002,1466.1500199999998,1467.17004,1570000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018171056709963884,-0.022271193775872056,-0.07475619526690991,-0.04473919737346865,-0.01742132766015314,-0.027058942670339814,-0.002572344962906148,Greenspan,Clinton,-0.020322359913363463,0.018171056709963884
70,2000-04-13,1467.17004,1477.52002,1439.33997,1440.51001,1385600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05763237979859648,-0.018171056709963884,-0.0270598466719435,0.0007636045514185508,-0.009052377220204133,-0.0041443446824780406,-0.022271193775872056,Greenspan,Clinton,-0.06062976462439657,0.05763237979859648
71,2000-04-14,1440.51001,1440.51001,1339.4000199999998,1357.48999,1758300032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032442257640515004,-0.05763237979859648,0.061967307766298774,0.05155100996361672,0.05675920306417881,0.053311626997706085,-0.018171056709963884,Greenspan,Clinton,0.02656508767487536,0.032442257640515004
72,2000-04-17,1356.56006,1401.5300300000001,1346.5,1401.5300300000001,1659500032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028597289492255706,0.032442257640515004,0.018508301245603542,0.023552838179285995,0.020213594709775684,0.05399093731869575,-0.05827793588188945,Greenspan,Clinton,0.027504685470989727,0.028597289492255706
73,2000-04-18,1401.43994,1441.60999,1397.81006,1441.60999,1436899968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00980849196251754,0.028597289492255706,-0.004904204361125375,-0.008150609444652956,0.024687648009431573,0.013443303067010692,0.033083592332801004,Greenspan,Clinton,-0.005852696336628363,0.00980849196251754
74,2000-04-19,1441.60999,1447.68994,1424.26001,1427.4699699999999,1228999936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004952867765057212,-0.00980849196251754,0.0016743049242571306,0.03483784671140944,0.023482119207033136,0.026235276949468922,0.028663411719235032,Greenspan,Clinton,0.005640284003260712,0.004952867765057212
75,2000-04-20,1427.4699699999999,1435.48999,1422.07996,1434.54004,1045800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003262404582307865,0.004952867765057212,0.029737692089793377,0.018437930808818725,0.021177519729599137,0.012470903217173257,-0.00980849196251754,Greenspan,Clinton,-0.003688884120207133,0.003262404582307865
76,2000-04-24,1434.54004,1434.54004,1407.13,1429.85999,1262800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03310810871769343,-0.003262404582307865,0.021771362383529613,0.0245199182054181,0.01578480421708983,0.026848789579740684,0.004952867765057212,Greenspan,Clinton,0.03290857701553352,0.03310810871769343
77,2000-04-25,1429.85999,1477.67004,1429.85999,1477.19995,1298599936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010973436602133568,0.03310810871769343,-0.00831296399651249,-0.016768142999192492,-0.0060587261731223085,-0.02092466223005207,-0.003262404582307865,Greenspan,Clinton,-0.008782370819240434,0.010973436602133568
